CharacterName|WikiLink
Rufus Scrimgeour|Rufus_Scrimgeour
Serpent of Slytherin|Serpent_of_Slytherin
Silas Crump's cat|Silas_Crump%27s_cat
Unidentified Chinese Fireball's offspring|Unidentified_Chinese_Fireball%27s_offspring
Unidentified female Chinese Fireball|Unidentified_female_Chinese_Fireball
Unidentified female Hungarian Horntail|Unidentified_female_Hungarian_Horntail
Unidentified Merman (Black Lake)|Unidentified_Merman_(Black_Lake)
Vaults Guardian|Vaults_Guardian
Falco Aesalon|Falco_Aesalon
Animagus|Animagus
International Symposium of Animagi|International_Symposium_of_Animagi
Morrigan|Morrigan
Unidentified registered Animagus|Unidentified_registered_Animagus
Adrian Tutley|Adrian_Tutley
Uagadou School Team|Uagadou_School_Team
Unidentified 1920s Animagus|Unidentified_1920s_Animagus
Unidentified five Animagi|Unidentified_five_Animagi
Talbott Winger's mother|Talbott_Winger%27s_mother
Sorting Hat|Sorting_Hat
Maledictus|Maledictus
Nagini|Nagini
Metamorphmagus|Metamorphmagus
Obscurial|Obscurial
Unidentified Sudanese Obscurial|Unidentified_Sudanese_Obscurial
Maxwell Barnett|Maxwell_Barnett
Boa constrictor at the Zoo|Boa_constrictor_at_the_Zoo
Delphini|Delphini
Morfin Gaunt|Morfin_Gaunt
Parseltongue|Parseltongue
Calchas|Calchas
Tycho Dodonus|Tycho_Dodonus
Unidentified female Seer|Unidentified_female_Seer
Johan Hoffman|Johan_Hoffman
Inigo Imago|Inigo_Imago
Unidentified male Seer|Unidentified_male_Seer
Mopsus (Potter-era)|Mopsus_(Potter-era)
Naming Seer|Naming_Seer
Wandkeeper|Wandkeeper
Seer|Seer
Susie Sooth|Susie_Sooth
Cassandra Trelawney|Cassandra_Trelawney
Liz Tuttle's mother|Liz_Tuttle%27s_mother
Unidentified Canadian Seer|Unidentified_Canadian_Seer
Cassandra Vablatsky|Cassandra_Vablatsky
Ancient African sorcerer|Ancient_African_sorcerer
Blagdon Blay|Blagdon_Blay
Delfina Crimp|Delfina_Crimp
Daisy Pennifold|Daisy_Pennifold
Basil Horton|Basil_Horton
Helixa Hyslop|Helixa_Hyslop
Syna Hyslop|Syna_Hyslop
Randolph Keitch|Randolph_Keitch
Levina Monkstanley|Levina_Monkstanley
Orabella Nuttley|Orabella_Nuttley
Urquhart Rackharrow|Urquhart_Rackharrow
Scarpin|Scarpin
Elliot Smethwyck|Elliot_Smethwyck
Wakefield (spell inventor)|Wakefield_(spell_inventor)
Gilbert Wimple|Gilbert_Wimple
Martino Frolic|Martino_Frolic
My Teeth|My_Teeth
Sam (dog)|Sam_(dog)
Nicolas Flamel|Nicolas_Flamel
Perenelle Flamel|Perenelle_Flamel
Kreacher|Kreacher
Amarillo Lestoat|Amarillo_Lestoat
Griselda Marchbanks|Griselda_Marchbanks
Muriel|Muriel
Isolt Sayre|Isolt_Sayre
Faris Spavin|Faris_Spavin
James Steward|James_Steward
Trolley witch|Trolley_witch
Barry Winkle|Barry_Winkle
Antioch Peverell's killer|Antioch_Peverell%27s_killer
Barnabas Deverill|Barnabas_Deverill
Egbert the Egregious|Egbert_the_Egregious
Emeric the Evil|Emeric_the_Evil
Godelot|Godelot
Mykew Gregorovitch|Mykew_Gregorovitch
Hereward|Hereward
Livius|Livius
Loxias|Loxias
Antioch Peverell|Antioch_Peverell
Arcus|Arcus
Bertie Bott|Bertie_Bott
Dehoff|Dehoff
Drooble|Drooble
Filibuster|Filibuster
Finch|Finch
Golpalott|Golpalott
Gregory the Smarmy|Gregory_the_Smarmy
Alberic Grunnion|Alberic_Grunnion
Glover Hipworth|Glover_Hipworth
Linfred of Stinchcombe|Linfred_of_Stinchcombe
Spindle|Spindle
Ubbly|Ubbly
Leonardo Da Vinci|Leonardo_Da_Vinci
Regulus Moonshine|Regulus_Moonshine
Mahoutokoro potions champion|Mahoutokoro_potions_champion
Uagadou potions champion|Uagadou_potions_champion
Brutus|Brutus
Catchpole|Catchpole
David (saint)|David_(saint)
Grogory|Grogory
Hedwig (wizard)|Hedwig_(wizard)
Jerome|Jerome
John|John
Luke|Luke
Mark|Mark
Mary|Mary
Matthew|Matthew
Thomas More|Thomas_More
Oswald|Oswald
Viktor Krum|Viktor_Krum
Dorian Fungbury|Dorian_Fungbury
Elizabeth Smudgling|Elizabeth_Smudgling
Podric Batworthy|Podric_Batworthy
Arcturus Black III|Arcturus_Black_III
Cottismore Croyne|Cottismore_Croyne
Peter Pettigrew's mother|Peter_Pettigrew%27s_mother
Albert Stump|Albert_Stump
Blood traitor|Blood_traitor
Charity Burbage|Charity_Burbage
Percival Dumbledore|Percival_Dumbledore
Seamus Finnigan's mother|Seamus_Finnigan%27s_mother
Alice Longbottom|Alice_Longbottom
Frank Longbottom|Frank_Longbottom
Nigel|Nigel
Gervaise Ollivander|Gervaise_Ollivander
Order of the Phoenix|Order_of_the_Phoenix
Prewett family|Prewett_family
Fabian Prewett|Fabian_Prewett
Gideon Prewett|Gideon_Prewett
William Sayre|William_Sayre
Dean Thomas's father|Dean_Thomas%27s_father
Weasley family|Weasley_family
Percy Weasley|Percy_Weasley
Septimus Weasley|Septimus_Weasley
Bowman Wright's mother|Bowman_Wright%27s_mother
Doris Purkiss|Doris_Purkiss
Rita Skeeter|Rita_Skeeter
Borgin|Borgin
British Ministry of Magic|British_Ministry_of_Magic
Charmed skeleton|Charmed_skeleton
Daily Prophet|Daily_Prophet
Death Eaters's Giant army in First Wizarding War|Death_Eaters%27s_Giant_army_in_First_Wizarding_War
Dementor|Dementor
Penelope Fawley's father|Penelope_Fawley%27s_father
Penelope Fawley's mother|Penelope_Fawley%27s_mother
Giant colony|Giant_colony
Golgomath|Golgomath
Inferius|Inferius
James and Lily Potter's Muggle betrayer|James_and_Lily_Potter%27s_Muggle_betrayer
Marius|Marius
Muggle-Born Registration Commission|Muggle-Born_Registration_Commission
Pyrites|Pyrites
Teffington|Teffington
Pius Thicknesse|Pius_Thicknesse
Unidentified Giant in the Battle of Hogwarts (I)|Unidentified_Giant_in_the_Battle_of_Hogwarts_(I)
Unidentified Giant in the Battle of Hogwarts (II)|Unidentified_Giant_in_the_Battle_of_Hogwarts_(II)
Unidentified Giant in the Battle of Hogwarts (III)|Unidentified_Giant_in_the_Battle_of_Hogwarts_(III)
Unidentified Giant in the Battle of Hogwarts (IV)|Unidentified_Giant_in_the_Battle_of_Hogwarts_(IV)
Unidentified Giant in the Battle of Hogwarts (V)|Unidentified_Giant_in_the_Battle_of_Hogwarts_(V)
Unidentified goblin killed by Voldemort|Unidentified_goblin_killed_by_Voldemort
Unidentified Gringotts guard (I)|Unidentified_Gringotts_guard_(I)
Werewolf army|Werewolf_army
Wizarding Wireless Network News|Wizarding_Wireless_Network_News
Fenrir Greyback's Snatcher gang|Fenrir_Greyback%27s_Snatcher_gang
Fenrir Greyback|Fenrir_Greyback
Snatchers|Snatchers
Chief Snatcher|Chief_Snatcher
Foul-smelling Snatcher|Foul-smelling_Snatcher
Three unidentified Snatchers who disintegrated during the Battle of Hogwarts|Three_unidentified_Snatchers_who_disintegrated_during_the_Battle_of_Hogwarts
Unidentified female Snatcher during the Battle of Hogwarts|Unidentified_female_Snatcher_during_the_Battle_of_Hogwarts
Unidentified Male Snatcher at Diagon Alley|Unidentified_Male_Snatcher_at_Diagon_Alley
Unidentified Male Snatcher during the Battle of Hogwarts|Unidentified_Male_Snatcher_during_the_Battle_of_Hogwarts
Unidentified Snatcher|Unidentified_Snatcher
Unidentified Snatcher (II)|Unidentified_Snatcher_(II)
Unidentified Snatcher (III)|Unidentified_Snatcher_(III)
Unidentified Snatcher (V)|Unidentified_Snatcher_(V)
Alliance|Alliance
Gellert Grindelwald's acolytes|Gellert_Grindelwald%27s_acolytes
Acolyte thug|Acolyte_thug
Carrow (1920s)|Carrow_(1920s)
Gunnar Grimmson|Gunnar_Grimmson
Krafft|Krafft
Krall|Krall
MacDuff|MacDuff
Nagel|Nagel
Vinda Rosier|Vinda_Rosier
Unidentified Acolyte|Unidentified_Acolyte
Angus|Angus
Justin Finch-Fletchley's mother|Justin_Finch-Fletchley%27s_mother
Gilderoy Lockhart's helper|Gilderoy_Lockhart%27s_helper
Gladys Gudgeon|Gladys_Gudgeon
Gilderoy Lockhart's mother|Gilderoy_Lockhart%27s_mother
Veronica Smethley|Veronica_Smethley
Unidentified fans of Gilderoy Lockhart|Unidentified_fans_of_Gilderoy_Lockhart
Barny the Fruitbat|Barny_the_Fruitbat
Curupira|Curupira
Dukuwaqa|Dukuwaqa
Genie|Genie
Hebridean Black|Hebridean_Black
Leprechaun|Leprechaun
Loch Ness Monster|Loch_Ness_Monster
Sasabonsam|Sasabonsam
Selma|Selma
Troll|Troll
Veela|Veela
Badger|Badger
Eagle|Eagle
Golden eagle|Golden_eagle
Horned Serpent|Horned_Serpent
Lion|Lion
Pukwudgie|Pukwudgie
Snake|Snake
Thunderbird|Thunderbird
Wampus cat|Wampus_cat
Inquisitorial Squad|Inquisitorial_Squad
International Confederation of Wizards|International_Confederation_of_Wizards
Yusuf Kama|Yusuf_Kama
Willy Widdershins|Willy_Widdershins
Druella Black|Druella_Black
Death Eaters|Death_Eaters
Antonin Dolohov|Antonin_Dolohov
Barrett Fay|Barrett_Fay
Corvus Lestrange (IV)|Corvus_Lestrange_(IV)
Sinistra Lowe|Sinistra_Lowe
Brutus Malfoy|Brutus_Malfoy
Slytherin family|Slytherin_family
Travers|Travers
Corban Yaxley|Corban_Yaxley
Chudley Cannons Fan Club|Chudley_Cannons_Fan_Club
Barnaby Snell|Barnaby_Snell
Freckle-faced six-year-old|Freckle-faced_six-year-old
Matilda Dukelow|Matilda_Dukelow
Donaghan Tremlett|Donaghan_Tremlett
Randolph Pauncefoot|Randolph_Pauncefoot
Sidney Todd|Sidney_Todd
Timothy Blenkinsop|Timothy_Blenkinsop
Swoopstikes|Swoopstikes
Walter Parkin|Walter_Parkin
Kennilworthy Whisp|Kennilworthy_Whisp
Augustus Rookwood|Augustus_Rookwood
Old Posh Baron|Old_Posh_Baron
Bedivere|Bedivere
Lord Byron|Lord_Byron
Winston Churchill|Winston_Churchill
Count|Count
Patrick Delaney-Podmore|Patrick_Delaney-Podmore
Arthur Conan Doyle|Arthur_Conan_Doyle
Lord Draben|Lord_Draben
Duke of Wellington|Duke_of_Wellington
Google Flange|Google_Flange
Lady Grieve|Lady_Grieve
Knight with an arrow sticking out of his forehead|Knight_with_an_arrow_sticking_out_of_his_forehead
Jan Kowalski|Jan_Kowalski
Lancelot (knight)|Lancelot_(knight)
Menzies|Menzies
Mona Lisa|Mona_Lisa
Lord North|Lord_North
Lord Palmerston|Lord_Palmerston
Earl of Paunchley|Earl_of_Paunchley
Percivale|Percivale
J. C. M. van Riemsdijk|J._C._M._van_Riemsdijk
African prince|African_prince
Arthur|Arthur
Anne Boleyn|Anne_Boleyn
David (king)|David_(king)
Elizabeth I|Elizabeth_I
Elizabeth II|Elizabeth_II
George III|George_III
Malodora Grymm's husband|Malodora_Grymm%27s_husband
Henry VI|Henry_VI
Henry VII|Henry_VII
Henry VIII|Henry_VIII
Karkus|Karkus
Karkus's wife|Karkus%27s_wife
King|King
Unidentified King|Unidentified_King
Mary II|Mary_II
Morholt's brother|Morholt%27s_brother
Prince|Prince
Unidentified Princess|Unidentified_Princess
Queen|Queen
Ragnuk|Ragnuk
Richard I|Richard_I
House of Tudor|House_of_Tudor
Victoria|Victoria
William I|William_I
William III|William_III
Sidley Smirk Platter|Sidley_Smirk_Platter
Phyllida Spore|Phyllida_Spore
Tomkins|Tomkins
Vincent Duc de Trefle-Picques|Vincent_Duc_de_Trefle-Picques
Herbert Varney|Herbert_Varney
Vlad the Impaler|Vlad_the_Impaler
Lady Wimborne|Lady_Wimborne
Winogrand|Winogrand
Lisette de Lapin|Lisette_de_Lapin
Le Prevost de Basserode|Le_Prevost_de_Basserode
Abbott|Abbott
Edwin Booth|Edwin_Booth
Ariana Dumbledore|Ariana_Dumbledore
Kendra Dumbledore|Kendra_Dumbledore
Peter G. (Godric's Hollow)|Peter_G._(Godric%27s_Hollow)
M. Kenton|M._Kenton
H. Knighton|H._Knighton
Elsbeth McCormick|Elsbeth_McCormick
Cadmus Peverell|Cadmus_Peverell
Ignotus Peverell|Ignotus_Peverell
Dinah Stevenson|Dinah_Stevenson
John Stevenson|John_Stevenson
R. Wilde Aston|R._Wilde_Aston
D. Williams|D._Williams
Bartemius Crouch Senior|Bartemius_Crouch_Senior
Charles Epanel|Charles_Epanel
Rod Freddy|Rod_Freddy
Peter G. (Little Hangleton)|Peter_G._(Little_Hangleton)
Gulray|Gulray
Philip K.|Philip_K.
A.J. Mennett|A.J._Mennett
Charles Pikal|Charles_Pikal
Rebecca Ramsea|Rebecca_Ramsea
Mary Riddle|Mary_Riddle
Thomas Riddle|Thomas_Riddle
Tom Riddle Senior|Tom_Riddle_Senior
Eddi Stoddy|Eddi_Stoddy
Venusia Crickerly|Venusia_Crickerly
Gibbon|Gibbon
Quintia McQuoid|Quintia_McQuoid
Eloise Mintumble|Eloise_Mintumble
Nagnok|Nagnok
Raczidian|Raczidian
Wilhelmina Tuft|Wilhelmina_Tuft
Elphinstone Urquart|Elphinstone_Urquart
Wizard who killed a Chimaera|Wizard_who_killed_a_Chimaera
Laurena Kama|Laurena_Kama
Binky|Binky
Boot brothers' father|Boot_brothers%27_father
Boot brothers' mother|Boot_brothers%27_mother
Eldon Elsrickle|Eldon_Elsrickle
Dai Llewellyn|Dai_Llewellyn
Montgomery|Montgomery
Scarlett|Scarlett
Credence Barebone's aunt|Credence_Barebone%27s_aunt
Corvus Lestrange (V)|Corvus_Lestrange_(V)
House of Black house-elves|House_of_Black_house-elves
Kreacher's mother|Kreacher%27s_mother
Eldritch Diggory|Eldritch_Diggory
Goldstein sisters' father|Goldstein_sisters%27_father
Goldstein sisters' mother|Goldstein_sisters%27_mother
Euphemia Potter|Euphemia_Potter
Fiery Death Eater|Fiery_Death_Eater
Ghost at Gryffindor Tower|Ghost_at_Gryffindor_Tower
Billy Stubbs's rabbit|Billy_Stubbs%27s_rabbit
Alastor Moody's spiders|Alastor_Moody%27s_spiders
Frank Bryce|Frank_Bryce
Irma Dugard|Irma_Dugard
Fox near Spinner's End|Fox_near_Spinner%27s_End
German-speaking children|German-speaking_children
German-speaking woman|German-speaking_woman
Red-haired young witch|Red-haired_young_witch
Unidentified five Muggles|Unidentified_five_Muggles
Unidentified male bald Death Eater|Unidentified_male_bald_Death_Eater
Unidentified Male Death Eater (VIII)|Unidentified_Male_Death_Eater_(VIII)
Unidentified Non-magique Father|Unidentified_Non-magique_Father
Unidentified Non-magique Mother|Unidentified_Non-magique_Mother
Unidentified Non-magique toddler|Unidentified_Non-magique_toddler
Unidentified wizard killed at the Quad battlements|Unidentified_wizard_killed_at_the_Quad_battlements
Hannah Abbott's mother|Hannah_Abbott%27s_mother
Broderick Bode|Broderick_Bode
Amelia Bones|Amelia_Bones
Amelia Bones' father|Amelia_Bones%27_father
Amelia Bones' mother|Amelia_Bones%27_mother
Edgar Bones|Edgar_Bones
Edgar Bones' children|Edgar_Bones%27_children
Edgar Bones' wife|Edgar_Bones%27_wife
Dougal McGregor's children|Dougal_McGregor%27s_children
Family that lived in Gregorovitch's former home|Family_that_lived_in_Gregorovitch%27s_former_home
Benjy Fenwick|Benjy_Fenwick
Florean Fortescue|Florean_Fortescue
Goblin family near Nottingham|Goblin_family_near_Nottingham
Gornuk|Gornuk
Hall|Hall
Viktor Krum's grandfather|Viktor_Krum%27s_grandfather
Dugald McClivert|Dugald_McClivert
Robert McGonagall Junior|Robert_McGonagall_Junior
Dougal McGregor's wife|Dougal_McGregor%27s_wife
Dougal McGregor|Dougal_McGregor
McKinnon family|McKinnon_family
Marlene McKinnon|Marlene_McKinnon
Mills|Mills
Unidentified Muggle family|Unidentified_Muggle_family
Peter Pettigrew's unidentified victims|Peter_Pettigrew%27s_unidentified_victims
Antioch Peverell's enemy|Antioch_Peverell%27s_enemy
Henry Shaw Junior|Henry_Shaw_Junior
Hamish Steed|Hamish_Steed
Emmeline Vance|Emmeline_Vance
Westenberg|Westenberg
Westenberg's wife|Westenberg%27s_wife
Talbott Winger's father|Talbott_Winger%27s_father
Cyprian Youdle|Cyprian_Youdle
Albanian peasant|Albanian_peasant
Muggle tramp|Muggle_tramp
Hepzibah Smith|Hepzibah_Smith
Edmund Grubb|Edmund_Grubb
Jacob Kowalski's brother|Jacob_Kowalski%27s_brother
Fallen Fifty|Fallen_Fifty
Unidentified Black Death Eater at the Battle of Hogwarts (II)|Unidentified_Black_Death_Eater_at_the_Battle_of_Hogwarts_(II)
Unidentified Death Eater killed by Kingsley Shacklebolt|Unidentified_Death_Eater_killed_by_Kingsley_Shacklebolt
Unidentified female Hogwarts teacher|Unidentified_female_Hogwarts_teacher
Unidentified Hogsmeade Death Eater (II)|Unidentified_Hogsmeade_Death_Eater_(II)
Unidentified Hogwarts students killed on the Seventh Floor|Unidentified_Hogwarts_students_killed_on_the_Seventh_Floor
Unidentified male Death Eater during the Battle of Hogwarts (IV)|Unidentified_male_Death_Eater_during_the_Battle_of_Hogwarts_(IV)
Unidentified male Death Eater killed by a grey haired wizard|Unidentified_male_Death_Eater_killed_by_a_grey_haired_wizard
Unidentified male Death Eater killed on the Hogwarts Seventh Floor|Unidentified_male_Death_Eater_killed_on_the_Hogwarts_Seventh_Floor
Unidentified man killed in the courtyard explosion|Unidentified_man_killed_in_the_courtyard_explosion
Lucretia Fawley|Lucretia_Fawley
Marshall Fawley|Marshall_Fawley
Vargot|Vargot
Alexander Pope|Alexander_Pope
Arcturus Black II|Arcturus_Black_II
Belvina Black|Belvina_Black
Cygnus Black II|Cygnus_Black_II
Misapinoa Black|Misapinoa_Black
Phoebe Black|Phoebe_Black
Sirius Black II|Sirius_Black_II
Blaise Zabini's mother's seven husbands|Blaise_Zabini%27s_mother%27s_seven_husbands
Petunia Dursley|Petunia_Dursley
Ekrizdis|Ekrizdis
Erling|Erling
Evans sisters' father|Evans_sisters%27_father
Evans sisters' mother|Evans_sisters%27_mother
Frank Longbottom's father|Frank_Longbottom%27s_father
Frazier|Frazier
Fridwulfa|Fridwulfa
Godfrey|Godfrey
Rubeus Hagrid's father|Rubeus_Hagrid%27s_father
Mustafa Kama|Mustafa_Kama
Clarisse Lestrange|Clarisse_Lestrange
Ermessende Lestrange|Ermessende_Lestrange
Fortunade Lestrange|Fortunade_Lestrange
Gaidic Lestrange|Gaidic_Lestrange
Erich Ludendorff|Erich_Ludendorff
Lucius Malfoy I|Lucius_Malfoy_I
Napier|Napier
Niko Nenad|Niko_Nenad
Theodore Nott's mother|Theodore_Nott%27s_mother
Ignotus Peverell's son|Ignotus_Peverell%27s_son
Portrait of a Healer in St Mungo's Hospital|Portrait_of_a_Healer_in_St_Mungo%27s_Hospital
Henry Potter's mother|Henry_Potter%27s_mother
Xavier Rastrick|Xavier_Rastrick
Rubeus Hagrid's chickens|Rubeus_Hagrid%27s_chickens
Horace Slughorn's father|Horace_Slughorn%27s_father
Albert Tillyman|Albert_Tillyman
First semi-finalist of the 1379 duelling contest|First_semi-finalist_of_the_1379_duelling_contest
Second semi-finalist of the 1379 duelling contest|Second_semi-finalist_of_the_1379_duelling_contest
Gifford Ollerton|Gifford_Ollerton
Cecilia Gallerani|Cecilia_Gallerani
Quong Po|Quong_Po
Nicolaus Copernicus|Nicolaus_Copernicus
Martha Steward|Martha_Steward
William Shakespeare|William_Shakespeare
Archibald Alderton|Archibald_Alderton
Galileo Galilei|Galileo_Galilei
John Bunyan|John_Bunyan
Thaddeus Thurkell|Thaddeus_Thurkell
Almeric Sawbridge|Almeric_Sawbridge
Mercy Lewis|Mercy_Lewis
Abraham Peasegood|Abraham_Peasegood
Sea Serpent of Cromer|Sea_Serpent_of_Cromer
Isaac Newton|Isaac_Newton
Deliverance Dane|Deliverance_Dane
Gideon Flatworthy|Gideon_Flatworthy
Honoria Nutcombe|Honoria_Nutcombe
Dilys Derwent|Dilys_Derwent
Maximilian Crowdy|Maximilian_Crowdy
Wolfgang Amadeus Mozart|Wolfgang_Amadeus_Mozart
Bilius|Bilius
Alexia Walkin Black|Alexia_Walkin_Black
Hesper Black|Hesper_Black
Violetta Bulstrode|Violetta_Bulstrode
Irma Crabbe|Irma_Crabbe
Caspar Crouch|Caspar_Crouch
Hesper Gamp|Hesper_Gamp
Hokey|Hokey
Hope Howell|Hope_Howell
Melania Macmillan|Melania_Macmillan
Bob Ogden|Bob_Ogden
Charlus Potter|Charlus_Potter
Henry Potter|Henry_Potter
Lysandra Yaxley|Lysandra_Yaxley
William McGonagall|William_McGonagall
Leopoldina Smethwyck|Leopoldina_Smethwyck
Bram Stoker|Bram_Stoker
Walter Crane|Walter_Crane
Katherine Mansfield|Katherine_Mansfield
Edith Nesbit|Edith_Nesbit
Georges Clemenceau|Georges_Clemenceau
Elladora Black|Elladora_Black
Edgar Wallace|Edgar_Wallace
Richard Washburn Child|Richard_Washburn_Child
Eunice Murray|Eunice_Murray
Charles Dana Gibson|Charles_Dana_Gibson
George Orwell|George_Orwell
Albert Einstein|Albert_Einstein
Regulus Black I|Regulus_Black_I
Lycoris Black|Lycoris_Black
Picasso|Picasso
Paul Gallico|Paul_Gallico
Francis|Francis
Adalbert Waffling|Adalbert_Waffling
Pollux Black|Pollux_Black
Dodie Smith|Dodie_Smith
Unidentified broom flyer|Unidentified_broom_flyer
Unidentified bluebird|Unidentified_bluebird
Carl Sagan|Carl_Sagan
Demetrius Prod|Demetrius_Prod
Barnabus Blenkinsop|Barnabus_Blenkinsop
Joseph Heller|Joseph_Heller
Cho Chang's grandfather|Cho_Chang%27s_grandfather
Newton Scamander's nifflers|Newton_Scamander%27s_nifflers
Acromantula|Acromantula
Bald Healer|Bald_Healer
Bane|Bane
Centaur|Centaur
Devil's Snare|Devil%27s_Snare
Dumbledore's Army|Dumbledore%27s_Army
Fang|Fang
First-Floor Fighter|First-Floor_Fighter
Forbidden Forest Acromantula colony|Forbidden_Forest_Acromantula_colony
Forbidden Forest Centaur colony|Forbidden_Forest_Centaur_colony
Giant|Giant
Headless Hunt|Headless_Hunt
Hogwartian|Hogwartian
Hogwarts house-elves|Hogwarts_house-elves
Hogwarts Thestral herd|Hogwarts_Thestral_herd
House-elf|House-elf
Walden Macnair|Walden_Macnair
Magorian|Magorian
Mandrake|Mandrake
Oliver Wood's friends|Oliver_Wood%27s_friends
Poppy Pomfrey|Poppy_Pomfrey
Poppy Pomfrey's Death Eater Opponent|Poppy_Pomfrey%27s_Death_Eater_Opponent
Ronan|Ronan
Thorfinn Rowle|Thorfinn_Rowle
Snargaluff|Snargaluff
Squat, wheezy man|Squat,_wheezy_man
Stunned Death Eater|Stunned_Death_Eater
Suit of armour|Suit_of_armour
Thestral|Thestral
Unidentified Acromantula Commander during Battle of Hogwarts|Unidentified_Acromantula_Commander_during_Battle_of_Hogwarts
Unidentified Black Death Eater at the Battle of Hogwarts|Unidentified_Black_Death_Eater_at_the_Battle_of_Hogwarts
Unidentified black wizard during the Battle of Hogwarts|Unidentified_black_wizard_during_the_Battle_of_Hogwarts
Unidentified Death Eater in the Forbidden Forest|Unidentified_Death_Eater_in_the_Forbidden_Forest
Unidentified Death Eater stunned by Harry Potter in the Grand Staircase Tower|Unidentified_Death_Eater_stunned_by_Harry_Potter_in_the_Grand_Staircase_Tower
Unidentified Death Eater that was Stunned by Harry Potter|Unidentified_Death_Eater_that_was_Stunned_by_Harry_Potter
Unidentified Death Eater who engaged Arthur Weasley|Unidentified_Death_Eater_who_engaged_Arthur_Weasley
Unidentified Death Eater who fought in a First Floor Corridor (II)|Unidentified_Death_Eater_who_fought_in_a_First_Floor_Corridor_(II)
Unidentified Death Eater who tortured a wizard|Unidentified_Death_Eater_who_tortured_a_wizard
Unidentified female Death Eater at Malfoy Manor (II)|Unidentified_female_Death_Eater_at_Malfoy_Manor_(II)
Unidentified grey haired man during the Battle of Hogwarts|Unidentified_grey_haired_man_during_the_Battle_of_Hogwarts
Unidentified hiding wizard during the Battle of Hogwarts|Unidentified_hiding_wizard_during_the_Battle_of_Hogwarts
Unidentified Hogsmeade Death Eater (I)|Unidentified_Hogsmeade_Death_Eater_(I)
Unidentified Hogwartian in a pointed hat during the Battle of Hogwarts|Unidentified_Hogwartian_in_a_pointed_hat_during_the_Battle_of_Hogwarts
Unidentified Light Male Death Eater (I)|Unidentified_Light_Male_Death_Eater_(I)
Unidentified Male Death Eater (I)|Unidentified_Male_Death_Eater_(I)
Unidentified male Death Eater at Malfoy Manor (II)|Unidentified_male_Death_Eater_at_Malfoy_Manor_(II)
Unidentified male Death Eater during the Battle of Hogwarts|Unidentified_male_Death_Eater_during_the_Battle_of_Hogwarts
Unidentified male Death Eater during the Battle of Hogwarts (III)|Unidentified_male_Death_Eater_during_the_Battle_of_Hogwarts_(III)
Unidentified man in a grey suit during the Battle of Hogwarts|Unidentified_man_in_a_grey_suit_during_the_Battle_of_Hogwarts
Unidentified old woman during the Battle of Hogwarts|Unidentified_old_woman_during_the_Battle_of_Hogwarts
Unidentified white haired wizard during the Battle of Hogwarts|Unidentified_white_haired_wizard_during_the_Battle_of_Hogwarts
Unidentified woman in a red dress during the Battle of Hogwarts|Unidentified_woman_in_a_red_dress_during_the_Battle_of_Hogwarts
Venomous Tentacula|Venomous_Tentacula
Wainscott|Wainscott
Werewolf|Werewolf
White-Haired Healer|White-Haired_Healer
Woman Tended by Bald Man|Woman_Tended_by_Bald_Man
Unidentified male Auror at Hogwarts|Unidentified_male_Auror_at_Hogwarts
Crabbe|Crabbe
Jugson|Jugson
Rabastan Lestrange|Rabastan_Lestrange
Unidentified Death Eater knocked out by Alastor Moody|Unidentified_Death_Eater_knocked_out_by_Alastor_Moody
Hedwig's killer|Hedwig%27s_killer
Selwyn|Selwyn
Zygmunt Budge's mother|Zygmunt_Budge%27s_mother
Corrine Cribb|Corrine_Cribb
Dennis|Dennis
Dudley Dursley's Gang|Dudley_Dursley%27s_Gang
Gordon|Gordon
Malcolm|Malcolm
Piers Polkiss|Piers_Polkiss
Marjorie Dursley|Marjorie_Dursley
Vernon Dursley|Vernon_Dursley
Little Hangleton boys|Little_Hangleton_boys
Skender|Skender
Three Aurors who tried to arrest Rubeus Hagrid|Three_Aurors_who_tried_to_arrest_Rubeus_Hagrid
Mulciber I|Mulciber_I
Rosier (male)|Rosier_(male)
Torquil Travers|Torquil_Travers
Unidentified Mould-on-the-Wold boys|Unidentified_Mould-on-the-Wold_boys
Unidentified St Mungo's patient's brother|Unidentified_St_Mungo%27s_patient%27s_brother
Assassin|Assassin
Damien Bandrel|Damien_Bandrel
William Friend|William_Friend
Ginger Witch|Ginger_Witch
John Haas|John_Haas
Herschel Haesito|Herschel_Haesito
Raymund Lambus|Raymund_Lambus
Eduardus Limus (criminal)|Eduardus_Limus_(criminal)
Alberto Macellarius|Alberto_Macellarius
Mundungus Fletcher's associate|Mundungus_Fletcher%27s_associate
Charlesetta Nagy|Charlesetta_Nagy
Lim Po|Lim_Po
Tabitha Tabella|Tabitha_Tabella
Janus Thickey|Janus_Thickey
Abel Treetops|Abel_Treetops
Unidentified Amulet-seller in Diagon Alley|Unidentified_Amulet-seller_in_Diagon_Alley
Willy Wagstaff|Willy_Wagstaff
Alderton|Alderton
Arkie Alderton's alleged son|Arkie_Alderton%27s_alleged_son
Unidentified Azkaban Escapee|Unidentified_Azkaban_Escapee
Crispin Cronk|Crispin_Cronk
Page siblings' mother|Page_siblings%27_mother
Sturgis Podmore|Sturgis_Podmore
Bartholomew Barebone|Bartholomew_Barebone
Hodrod the Horny-Handed|Hodrod_the_Horny-Handed
Matildus Heizenbert|Matildus_Heizenbert
Miraforum (American witch)|Miraforum_(American_witch)
